OBJECTID,Reg_Acro,Acronym,Shelter Name,Status,GIS_ID,Food_Boxe,Food_Cabl,Food_Pole,State,County,Region,District,Trail_Club,Ownership,Latitude,Longitude,height(m),Source
94,VARO,MRATC,Thomas Knob Shelter,Official A.T. Shelter,SH63,0,0,0,Virginia,GRAYSON,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.65663231,-81.53521567,1620.351,2015-2017 Trail Inventory using Trimble GPS Equipment
95,VARO,RATC,Doc's Knob Shelter,Official A.T. Shelter,SH236,0,0,0,Virginia,GILES,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.27038174,-80.83612148,1064.332,2015-2017 Trail Inventory using Trimble GPS Equipment
96,VARO,RATC,Sarver Hollow Shelter,Official A.T. Shelter,SH107,0,0,0,Virginia,MONTGOMERY,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.35474123,-80.33733543,909.277,2015-2017 Trail Inventory using Trimble GPS Equipment
97,VARO,RATC,Johns Spring Shelter,Official A.T. Shelter,SH220,0,0,0,Virginia,ROANOKE,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - NPS APPA,37.38539354,-80.07398639,561.369,2015-2017 Trail Inventory using Trimble GPS Equipment
98,VARO,NBATC,Johns Hollow Shelter,Official A.T. Shelter,SH219,0,0,0,Virginia,AMHERST,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.61292201,-79.39180952,272.907,2015-2017 Trail Inventory using Trimble GPS Equipment
99,VARO,NBATC,Brown Mtn Creek Shelter,Official A.T. Shelter,SH216,0,0,0,Virginia,AMHERST,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.70936956,-79.26824369,405.935,2015-2017 Trail Inventory using Trimble GPS Equipment
100,VARO,NBATC,Cove Mtn (VA) Shelter,Official A.T. Shelter,SH56,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.51170675,-79.65074179,561.198,2015-2017 Trail Inventory using Trimble GPS Equipment
101,VARO,MRATC,Old Orchard Shelter,Official A.T. Shelter,SH225,0,0,0,Virginia,GRAYSON,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.68326742,-81.51102349,1214.518,2015-2017 Trail Inventory using Trimble GPS Equipment
102,MARO,PATC,Crampton Gap Shelter,Official A.T. Shelter,SH70,0,0,1,Maryland,FREDERICK,Mid-Atlantic,Congressional District 8,Potomac Appalachian Trail Club,STATE FEE - STATE OF MARYLAND,39.41257175,-77.63729702,274.228,2015-2017 Trail Inventory using Trimble GPS Equipment
103,VARO,RATC,Fullhardt Knob Shelter,Official A.T. Shelter,SH54,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.39853822,-79.85368596,711.276,2015-2017 Trail Inventory using Trimble GPS Equipment
104,VARO,MRATC,Lost Mtn Shelter,Official A.T. Shelter,SH232,0,0,0,Virginia,WASHINGTON,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.64421323,-81.655932,999.312,2015-2017 Trail Inventory using Trimble GPS Equipment
105,VARO,RATC,Laurel Creek Shelter,Official A.T. Shelter,SH95,0,0,0,Virginia,CRAIG,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.35896865,-80.42095922,776.352,2015-2017 Trail Inventory using Trimble GPS Equipment
106,VARO,PATH,Chatfield Memorial Shelter,Official A.T. Shelter,SH233,0,0,0,Virginia,SMYTH,Virginia,Congressional District 9,Piedmont Appalachian Trail Hikers,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.84999739,-81.36318355,955.316,2015-2017 Trail Inventory using Trimble GPS Equipment
107,VARO,OCVT,Rice Field Shelter,Official A.T. Shelter,SH213,0,0,0,Virginia,GILES,Virginia,Congressional District 9,Outdoor Club of Virginia Tech,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.37483558,-80.75837333,994.17,2015-2017 Trail Inventory using Trimble GPS Equipment
108,VARO,NBATC,Thunder Hill Shelter,Official A.T. Shelter,SH57,0,0,0,Virginia,BEDFORD,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.52747041,-79.50393396,1163.958,2015-2017 Trail Inventory using Trimble GPS Equipment
109,VARO,RATC,Bailey Gap Shelter,Official A.T. Shelter,SH188,0,0,0,Virginia,GILES,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.40102826,-80.57698082,1049.461,2015-2017 Trail Inventory using Trimble GPS Equipment
110,VARO,NBATC,The Priest Shelter,Official A.T. Shelter,SH62,0,0,0,Virginia,NELSON,Virginia,Congressional District 5,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.817785,-79.0703681,1148.715,2015-2017 Trail Inventory using Trimble GPS Equipment
111,VARO,PATH,Jenkins Shelter,Official A.T. Shelter,SH228,0,0,0,Virginia,BLAND,Virginia,Congressional District 9,Piedmont Appalachian Trail Hikers,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.09346016,-81.24766733,718.215,2015-2017 Trail Inventory using Trimble GPS Equipment
112,VARO,RATC,Campbell Shelter,Official A.T. Shelter,SH55,0,0,0,Virginia,ROANOKE,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - NPS APPA,37.39084393,-80.02916733,772.354,2015-2017 Trail Inventory using Trimble GPS Equipment
113,VARO,RATC,Niday Shelter,Official A.T. Shelter,SH235,0,0,0,Virginia,CRAIG,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.38769941,-80.2640853,566.386,2015-2017 Trail Inventory using Trimble GPS Equipment
114,VARO,MRATC,Hurricane Mtn Shelter,Official A.T. Shelter,SH316,0,0,0,Virginia,SMYTH,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.71544997,-81.50956843,1151.715,2015-2017 Trail Inventory using Trimble GPS Equipment
115,VARO,TATC,Maupin Field Shelter,Official A.T. Shelter,SH223,0,0,1,Virginia,NELSON,Virginia,Congressional District 5,Tidewater Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.88491278,-78.99366981,796.22,2015-2017 Trail Inventory using Trimble GPS Equipment
116,VARO,RATC,Wilson Creek Shelter,Official A.T. Shelter,SH222,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.41938914,-79.78558813,588.141,2015-2017 Trail Inventory using Trimble GPS Equipment
117,VARO,RATC,Wapiti Shelter,Official A.T. Shelter,SH238,0,0,0,Virginia,GILES,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.22387783,-80.82404689,780.5,2015-2017 Trail Inventory using Trimble GPS Equipment
118,VARO,RATC,Jenny Knob Shelter,Official A.T. Shelter,SH106,0,0,0,Virginia,BLAND,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.15503862,-80.98012768,766.501,2015-2017 Trail Inventory using Trimble GPS Equipment
119,VARO,TATC,Harpers Creek Shelter,Official A.T. Shelter,SH234,0,0,0,Virginia,NELSON,Virginia,Congressional District 5,Tidewater Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.85621245,-79.00052879,520.296,2015-2017 Trail Inventory using Trimble GPS Equipment
120,VARO,NBATC,Matts Creek Shelter,Official A.T. Shelter,SH214,0,0,0,Virginia,BEDFORD,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.59952176,-79.41317576,218.453,2015-2017 Trail Inventory using Trimble GPS Equipment
121,VARO,RATC,Catawba Mtn Shelter,Official A.T. Shelter,SH221,0,0,0,Virginia,ROANOKE,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - NPS APPA,37.38819903,-80.05716102,629.325,2015-2017 Trail Inventory using Trimble GPS Equipment
122,VARO,RATC,Pine Swamp Branch Shelter,Official A.T. Shelter,SH237,0,0,0,Virginia,GILES,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.42207225,-80.60845443,753.002,2015-2017 Trail Inventory using Trimble GPS Equipment
123,MARO,PATC,Pine Knob Shelter,Official A.T. Shelter,SH68,0,0,1,Maryland,WASHINGTON,Mid-Atlantic,Congressional District 6,Potomac Appalachian Trail Club,STATE FEE - STATE OF MARYLAND,39.54242598,-77.60217709,395.452,2015-2017 Trail Inventory using Trimble GPS Equipment
124,VARO,NBATC,Bryant Ridge Shelter,Official A.T. Shelter,SH229,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.53016267,-79.58556134,374.777,2015-2017 Trail Inventory using Trimble GPS Equipment
125,VARO,RATC,Lamberts Meadow Shelter,Official A.T. Shelter,SH239,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Roanoke Appalachian Trail Club,FEDERAL EASEMENT - NPS APPA - OWNER = CITY OF ROANOKE,37.43462959,-79.98755934,611.665,2015-2017 Trail Inventory using Trimble GPS Equipment
126,VARO,PATH,Knot Maul Branch Shelter,Official A.T. Shelter,SH230,0,0,0,Virginia,BLAND,Virginia,Congressional District 9,Piedmont Appalachian Trail Hikers,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.00077015,-81.40448514,822.593,2015-2017 Trail Inventory using Trimble GPS Equipment
127,VARO,PATH,Partnership Shelter,Official A.T. Shelter,SH58,0,0,0,Virginia,SMYTH,Virginia,Congressional District 9,Piedmont Appalachian Trail Hikers,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.80952631,-81.42241593,959.889,2015-2017 Trail Inventory using Trimble GPS Equipment
128,VARO,MRATC,Trimpi Shelter,Official A.T. Shelter,SH224,0,0,0,Virginia,SMYTH,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.74923382,-81.48038314,864.777,2015-2017 Trail Inventory using Trimble GPS Equipment
129,VARO,NBATC,Seeley-Woodworth Shelter,Official A.T. Shelter,SH215,0,0,0,Virginia,NELSON,Virginia,Congressional District 5,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.81899762,-79.15490663,1118.721,2015-2017 Trail Inventory using Trimble GPS Equipment
130,VARO,MRATC,Saunders Shelter,Official A.T. Shelter,SH65,0,0,0,Virginia,WASHINGTON,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,36.63797214,-81.7133242,595.403,2015-2017 Trail Inventory using Trimble GPS Equipment
131,VARO,NBATC,Cow Camp Gap Shelter,Official A.T. Shelter,SH61,0,0,0,Virginia,AMHERST,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.74499729,-79.21268403,940.141,2015-2017 Trail Inventory using Trimble GPS Equipment
132,VARO,MRATC,Wise Shelter,Official A.T. Shelter,SH226,0,0,0,Virginia,GRAYSON,Virginia,Congressional District 9,Mount Rogers Appalachian Trail Club,STATE FEE - STATE OF VIRGINIA - GRAYSON HIGHLANDS SP,36.65402388,-81.49841368,1313.778,2015-2017 Trail Inventory using Trimble GPS Equipment
133,VARO,NBATC,Cornelius Creek Shelter,Official A.T. Shelter,SH217,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.49397442,-79.54707986,934.98,2015-2017 Trail Inventory using Trimble GPS Equipment
134,VARO,NBATC,Bobblets Gap Shelter,Official A.T. Shelter,SH189,0,0,0,Virginia,BOTETOURT,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.46717625,-79.70117278,566.415,2015-2017 Trail Inventory using Trimble GPS Equipment
135,VARO,RATC,Pickle Branch Shelter,Official A.T. Shelter,SH190,0,0,0,Virginia,CRAIG,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.38019456,-80.1845972,543.931,2015-2017 Trail Inventory using Trimble GPS Equipment
136,VARO,PATH,Chestnut Knob Shelter,Official A.T. Shelter,SH231,0,0,0,Virginia,TAZEWELL,Virginia,Congressional District 9,Piedmont Appalachian Trail Hikers,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.05777274,-81.39937352,1310.336,2015-2017 Trail Inventory using Trimble GPS Equipment
137,VARO,ODATC,Paul C. Wolfe Shelter,Official A.T. Shelter,SH227,0,0,1,Virginia,NELSON,Virginia,Congressional District 5,Old Dominion Appalachian Trail Club,FEDERAL FEE - NPS BLRI,37.9852922,-78.88368595,490.705,2015-2017 Trail Inventory using Trimble GPS Equipment
138,VARO,NBATC,Punchbowl Shelter,Official A.T. Shelter,SH64,0,0,0,Virginia,AMHERST,Virginia,Congressional District 6,Natural Bridge Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.67779382,-79.33850199,731.696,2015-2017 Trail Inventory using Trimble GPS Equipment
139,VARO,RATC,War Spur Shelter,Official A.T. Shelter,SH218,0,0,0,Virginia,GILES,Virginia,Congressional District 9,Roanoke Appalachian Trail Club,FEDERAL FEE - USFS GEORGE WASHINGTON JEFFERSON NF,37.39760215,-80.47381495,685.469,2015-2017 Trail Inventory using Trimble GPS Equipment
140,SORO,TEHCC,No Business Knob Shelter,Official A.T. Shelter,SH48,0,0,0,Tennessee,UNICOI,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.06661925,-82.43358995,965.046,2015-2017 Trail Inventory using Trimble GPS Equipment
141,SORO,SMHC,Sassafras Gap Shelter,Official A.T. Shelter,SH88,0,0,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.33061882,-83.66672229,1272.975,2015-2017 Trail Inventory using Trimble GPS Equipment
142,SORO,SMHC,Mollies Ridge Shelter,Official A.T. Shelter,SH248,0,2,0,Tennessee,BLOUNT,Southern,Congressional District 2,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.54588289,-83.7935571,1374.293,2015-2017 Trail Inventory using Trimble GPS Equipment
143,SORO,SMHC,Mt. Collins Shelter,Official A.T. Shelter,SH41,0,2,0,Tennessee,SEVIER,Southern,Congressional District 1,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.5940445,-83.47096533,1753.556,2015-2017 Trail Inventory using Trimble GPS Equipment
144,SORO,NHC,Wesser Bald Shelter,Official A.T. Shelter,SH256,0,1,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.28253788,-83.58221922,1374.077,2015-2017 Trail Inventory using Trimble GPS Equipment
145,SORO,CMC,Hogback Ridge Shelter,Official A.T. Shelter,SH36,0,1,0,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,35.96406062,-82.58713883,1286.356,2015-2017 Trail Inventory using Trimble GPS Equipment
146,SORO,SMHC,Pecks Corner Shelter,Official A.T. Shelter,SH50,0,2,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.65080936,-83.30846084,1586.033,2015-2017 Trail Inventory using Trimble GPS Equipment
147,SORO,NHC,Cold Spring Shelter,Official A.T. Shelter,SH43,0,0,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.23120259,-83.55995851,1481.065,2015-2017 Trail Inventory using Trimble GPS Equipment
148,SORO,GATC,Tray Mtn Shelter,Official A.T. Shelter,SH260,0,1,0,Georgia,HABERSHAM,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.80413356,-83.6767405,1255.287,2015-2017 Trail Inventory using Trimble GPS Equipment
149,SORO,GATC,Whitley Gap Shelter,Official A.T. Shelter,Sh258,0,1,0,Georgia,WHITE,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.71261549,-83.83436681,1000.628,2015-2017 Trail Inventory using Trimble GPS Equipment
150,SORO,NHC,Rock Gap Shelter,Official A.T. Shelter,SH44,0,0,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.09154811,-83.52303145,1130.786,2015-2017 Trail Inventory using Trimble GPS Equipment
151,SORO,GATC,Blood Mtn Shelter,Official A.T. Shelter,SH186,0,0,0,Georgia,UNION,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.74003956,-83.93741442,1323.294,2015-2017 Trail Inventory using Trimble GPS Equipment
152,SORO,TEHCC,McQueen's Knob (Emergency) Shelter,Official A.T. Shelter,SH253,0,0,0,Tennessee,JOHNSON,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.572238,-81.92020234,1139.38,2015-2017 Trail Inventory using Trimble GPS Equipment
153,SORO,GATC,Hawk Mtn Shelter,Official A.T. Shelter,SH39,0,1,0,Georgia,UNION,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.66616235,-84.13635734,926.801,2015-2017 Trail Inventory using Trimble GPS Equipment
154,SORO,TEHCC,Laurel Fork Shelter,Official A.T. Shelter,SH183,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.27873849,-82.1361984,655.261,2015-2017 Trail Inventory using Trimble GPS Equipment
155,SORO,GATC,Amicalola Falls (Max Epperson) Shelter,Official A.T. Shelter,NA,0,0,0,Georgia,DAWSON,Southern,Congressional District 9,Georgia Appalachian Trail Club,STATE FEE - STATE OF GEORGIA - AMICALOLA FALLS SP,34.5581353,-84.24836004,533.114,2015-2017 Trail Inventory using Trimble GPS Equipment
156,SORO,TEHCC,Iron Mtn Shelter,Official A.T. Shelter,SH109,0,0,0,Tennessee,JOHNSON,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.43542,-81.99097863,1219.378,2015-2017 Trail Inventory using Trimble GPS Equipment
157,SORO,CMC,Flint Mtn Shelter,Official A.T. Shelter,SH110,0,4,0,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,36.0348798,-82.59666511,1059.003,2015-2017 Trail Inventory using Trimble GPS Equipment
158,SORO,NHC,Standing Indian Shelter,Official A.T. Shelter,SH261,0,0,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.04197415,-83.54805141,1429.325,2015-2017 Trail Inventory using Trimble GPS Equipment
159,SORO,GATC,Deep Gap Shelter,Official A.T. Shelter,SH118,0,1,1,Georgia,RABUN,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.88250621,-83.64595943,1035.74,2015-2017 Trail Inventory using Trimble GPS Equipment
160,SORO,CMC,Groundhog Creek Shelter,Official A.T. Shelter,SH45,0,4,0,North Carolina,HAYWOOD,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,35.78178317,-83.02620967,828.447,2015-2017 Trail Inventory using Trimble GPS Equipment
161,SORO,NHC,Siler Bald Shelter,Official A.T. Shelter,SH185,0,1,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.14427031,-83.57246097,1375.007,2015-2017 Trail Inventory using Trimble GPS Equipment
162,SORO,TEHCC,Abingdon Gap Shelter,Official A.T. Shelter,SH252,0,0,0,Tennessee,JOHNSON,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.58090358,-81.90179854,1088.377,2015-2017 Trail Inventory using Trimble GPS Equipment
163,SORO,SMHC,Cosby Knob Shelter,Official A.T. Shelter,SH52,0,2,0,North Carolina,HAYWOOD,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.72830133,-83.18200045,1420.731,2015-2017 Trail Inventory using Trimble GPS Equipment
164,SORO,NHC,Wayah Shelter,Official A.T. Shelter,SH242,0,0,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.18792885,-83.56206797,1330.001,2015-2017 Trail Inventory using Trimble GPS Equipment
165,SORO,GATC,Woods Hole Shelter,Official A.T. Shelter,SH187,0,1,0,Georgia,UNION,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.73729056,-83.95493968,1082.422,2015-2017 Trail Inventory using Trimble GPS Equipment
166,SORO,CMC,Bald Mtn Shelter,Official A.T. Shelter,SH184,0,1,0,Tennessee,UNICOI,Southern,Congressional District 1,Carolina Mountain Club,FEDERAL FEE - USFS CHEROKEE NF,36.00012457,-82.47813248,1515.271,2015-2017 Trail Inventory using Trimble GPS Equipment
167,SORO,SMHC,Spence Field Shelter,Official A.T. Shelter,SH94,0,4,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.561844,-83.73263365,1467.053,2015-2017 Trail Inventory using Trimble GPS Equipment
168,SORO,TEHCC,Clyde Smith Shelter,Official A.T. Shelter,SH241,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.14853317,-82.16127759,1325.261,2015-2017 Trail Inventory using Trimble GPS Equipment
169,SORO,TEHCC,Stan Murray Shelter,Official A.T. Shelter,SH112,0,0,0,North Carolina,AVERY,Southern,Congressional District 5,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS PISGAH NF,36.11241053,-82.06571308,1513.284,2015-2017 Trail Inventory using Trimble GPS Equipment
170,SORO,TEHCC,Vandeventer Shelter,Official A.T. Shelter,SH251,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.36706704,-82.05876523,1062.438,2015-2017 Trail Inventory using Trimble GPS Equipment
171,SORO,TEHCC,Curley Maple Gap Shelter,Official A.T. Shelter,SH262,0,0,0,Tennessee,UNICOI,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.1042581,-82.39705479,927.78,2015-2017 Trail Inventory using Trimble GPS Equipment
172,SORO,GATC,Low Gap Shelter,Official A.T. Shelter,SH259,0,2,0,Georgia,WHITE,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.77622027,-83.82455275,889.093,2015-2017 Trail Inventory using Trimble GPS Equipment
173,SORO,TEHCC,Roan High Knob Shelter,Official A.T. Shelter,SH111,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.10514648,-82.12221517,1880.347,2015-2017 Trail Inventory using Trimble GPS Equipment
174,SORO,GATC,Gooch Mtn Shelter,Official A.T. Shelter,SH115,0,1,0,Georgia,UNION,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.65569448,-84.04995685,810.203,2015-2017 Trail Inventory using Trimble GPS Equipment
175,SORO,TEHCC,Overmountain Shelter,Official A.T. Shelter,SH255,0,0,0,North Carolina,AVERY,Southern,Congressional District 5,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS PISGAH NF,36.12355902,-82.05431326,1646.671,2015-2017 Trail Inventory using Trimble GPS Equipment
176,SORO,SMHC,Silers Bald Shelter,Official A.T. Shelter,SH92,0,6,0,North Carolina,SWAIN,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - NPS GRSM,35.56423248,-83.5682732,1639.332,2015-2017 Trail Inventory using Trimble GPS Equipment
177,SORO,SMHC,Brown Fork Gap Shelter,Official A.T. Shelter,SH46,0,0,0,North Carolina,GRAHAM,Southern,Congressional District 11,Smoky Mountain Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.37426375,-83.73383413,1123.773,2015-2017 Trail Inventory using Trimble GPS Equipment
178,SORO,CMC,Jerry Cabin Shelter,Official A.T. Shelter,SH240,0,4,0,North Carolina,MADISON,Southern,Congressional District 11,Carolina Mountain Club,FEDERAL FEE - USFS PISGAH NF,36.05655321,-82.65714026,1066.742,2015-2017 Trail Inventory using Trimble GPS Equipment
179,SORO,TEHCC,Mountaineer Falls Shelter,Official A.T. Shelter,SH191,0,0,0,Tennessee,CARTER,Southern,Congressional District 1,Tennessee Eastman Hiking and Canoeing Club,FEDERAL FEE - USFS CHEROKEE NF,36.22014973,-81.98568161,939.114,2015-2017 Trail Inventory using Trimble GPS Equipment
180,SORO,GATC,Stover Creek Shelter,Official A.T. Shelter,SH90,0,1,0,Georgia,FANNIN,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.65030301,-84.197201,943.406,2015-2017 Trail Inventory using Trimble GPS Equipment
181,SORO,NHC,Long Branch Shelter,Official A.T. Shelter,SH319,0,0,0,North Carolina,MACON,Southern,Congressional District 11,Nantahala Hiking Club,FEDERAL FEE - USFS NANTAHALA NF,35.070026,-83.49812993,1326.801,2015-2017 Trail Inventory using Trimble GPS Equipment
182,SORO,GATC,Black Gap Shelter,Official A.T. Shelter,SH160,0,1,0,Georgia,GILMER,Southern,Congressional District 9,Georgia Appalachian Trail Club,FEDERAL FEE - USFS CHATTAHOOCHEE NF,34.61748782,-84.19848465,947.006,2015-2017 Trail Inventory using Trimble GPS Equipment
